"Notes","MMWR Week","MMWR Week Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2018 Week 05 ending February 03, 2018","2018/05","Massachusetts","25",215,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Michigan","26",402,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Minnesota","27",163,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Mississippi","28",138,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Missouri","29",287,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Montana","30",25,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Nebraska","31",58,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Nevada","32",114,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","New Hampshire","33",53,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","New Jersey","34",254,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","New Mexico","35",82,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","New York","36",589,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","North Carolina","37",431,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","North Dakota","38",22,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Ohio","39",484,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Oklahoma","40",195,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Oregon","41",137,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Pennsylvania","42",519,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Rhode Island","44",35,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","South Carolina","45",225,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","South Dakota","46",33,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Tennessee","47",361,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Texas","48",889,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Utah","49",64,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Vermont","50",14,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Virginia","51",296,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Washington","53",223,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","West Virginia","54",104,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Wisconsin","55",194,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05","Wyoming","56",23,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Alabama","01",239,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Alaska","02",17,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Arizona","04",253,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Arkansas","05",138,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","California","06",964,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Colorado","08",141,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Connecticut","09",108,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Delaware","10",37,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","District of Columbia","11",25,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Florida","12",812,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Georgia","13",428,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Hawaii","15",40,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Idaho","16",59,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Illinois","17",400,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Indiana","18",299,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Iowa","19",115,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Kansas","20",92,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Kentucky","21",210,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Louisiana","22",219,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Maine","23",60,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Maryland","24",176,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Massachusetts","25",230,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Michigan","26",424,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Minnesota","27",170,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Mississippi","28",151,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Missouri","29",242,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Montana","30",50,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06","Nebraska","31",73,Not Applicable,Not Applicable
